OBR;10080 CUSTO;01.18.03;C00557;I19959;VIDRO LAMINADO;
OBR;10081 CUSTO;01.18.04;C00558;;VIDRO COMUM;
OBR;10082 CUSTO;01.18.04;C00558;I19960;VIDRO COMUM;
OBR;10083 CUSTO;01.18.05;C00559;;VIDRO ARAMADO;
OBR;10084 CUSTO;01.18.05;C00559;I19961;VIDRO ARAMADO;
OBR;10085 CUSTO;1,19;-1;-1;PINTURAS;
OBR;10086 CUSTO;01.19.01;C00561;;PINTURA INTERNA;
OBR;10087 CUSTO;01.19.01;C00561;I19963;PINTURA INTERNA;
OBR;10088 CUSTO;01.19.02;C00562;;PINTURA EXTERNA;
OBR;10089 CUSTO;01.19.02;C00562;I19964;PINTURA EXTERNA;
OBR;10090 CUSTO;01.19.03;C00563;;PINTURA SOBRE ACO / TUBOS;
OBR;10091 CUSTO;01.19.03;C00563;I19965;PINTURA SOBRE ACO / TUBOS;
OBR;10092 CUSTO;01.19.04;C00564;;PINTURA SOBRE MADEIRA;
OBR;10093 CUSTO;01.19.04;C00564;I19966;PINTURA SOBRE MADEIRA;
OBR;10094 CUSTO;01.19.07;C00567;;CAIACAO POCO DE ELEVADOR;
OBR;10095 CUSTO;01.19.07;C00567;I19969;CAIACAO POCO DE ELEVADOR;
OBR;10096 CUSTO;01.19.08;C00568;;PINTURA SOBRE PISO;
OBR;10097 CUSTO;01.19.08;C00568;I19970;PINTURA SOBRE PISO;
OBR;10098 CUSTO;1.20.;-1;-1;PAISAGISMO;
OBR;10099 CUSTO;01.20.01;C00569;;PAISAGISMO;
OBR;10100 CUSTO;01.20.01;C00569;I19971;PAISAGISMO;
OBR;10101 CUSTO;1.21.;-1;-1;SERVICOS COMPLEMENTARES;
OBR;10102 CUSTO;01.21.01;C00580;;SERVICOS COMPLEMENTARES;
OBR;10103 CUSTO;01.21.01;C00580;I01910;SERVICOS COMPLEMENTARES;Na entrega final, algum serviáo que n∆o foi previamente mensurado.
OBR;10104 CUSTO;01.21.02;C00423;;COMUNICACAO VISUAL;
OBR;10105 CUSTO;01.21.02;C00423;I19781;COMUNICACAO VISUAL;Comunicaá∆o do empreendimento, letreiro, placas dos apartamentos e de ambiente,
OBR;10106 CUSTO;1,22;-1;-1;LIMPEZA DE OBRA / SERVICOS FINAIS;
OBR;10107 CUSTO;01.22.01;C00570;;LIMPEZA PERMANENTE DE OBRA;
OBR;10108 CUSTO;01.22.01;C00570;I19972;LIMPEZA PERMANENTE DE OBRA;
OBR;10109 CUSTO;01.22.02;C00571;;REMOCAO DE ENTULHO;
